avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy,cluster,addiction_risk_score
73.31720774385386,0.3483388246451632,0.7225811242753701,0.0,0.4743613584154698,0.791691868793805,-0.035667684683559,1,40.62523373421675
73.28543704953027,0.49293697332507946,0.7798396822050659,0.46023013439668514,0.6984987472703654,0.4310379452035704,-0.0867375905527041,2,53.19049949484705
73.32138791027147,0.0,0.32593611283536417,0.33038529322385446,0.44416826790318886,0.8890314806526476,-0.0173252548148366,0,35.962147090550786
73.44760794757829,0.7923742836564933,0.43759111666971595,0.6320677283365521,0.48327859637143256,0.33753521575363266,0.0905622334379194,3,57.94871614544989
73.38536459448405,0.34545402441783024,0.5711196353285539,0.7414984227890746,0.15792126807343188,0.0,0.0198751951922411,3,36.98109667664879
73.34041817627511,0.5575727676853774,0.7167487252571261,0.41616712081967716,0.23352000386667449,0.5247143551650879,0.1345398930020917,3,48.29593546492639
73.2630433070996,0.5921037407587901,0.4259925848739001,0.27090925808661803,0.332070934706751,0.24547328688231573,0.0597869743924798,0,38.68629928191574
73.25036270065416,0.22865330020990382,0.4576113760885414,0.5708678048083036,0.2192537694462633,0.5811210841620778,0.0613183053870475,0,40.618636112325625
73.25834363845887,0.8022858475498278,0.6101937628398666,0.43352271385814695,0.3227984385974576,0.24079616285189331,0.0541565122376562,3,50.66648073734691
73.23228564930518,0.18894577269106783,0.7812573310606019,0.10455813062315261,0.45854993338385874,0.14991213065832198,0.0106932182953735,2,25.97139137084119
73.3248840462571,0.6030185270322636,0.5674162241922995,0.2981429020088332,0.5815960980177284,0.7662662565912797,0.0728252207207419,1,55.26755720520325
73.3169818516591,0.6449566527270018,0.6036263908504447,0.9259412602147374,0.367167981179195,0.30052268014742367,-0.0392425524655104,3,60.05146831631934
